"Ref_Occ","Spouse_Occ","pct_couples","ref_person"
"Engineer technicians","Miscellaneous managers",0.0311926605504587,"Husband"
"Engineer technicians","Bookkeeping, accounting, and auditing clerks",0.0293577981651376,"Husband"
"Engineer technicians","Accountants and auditors",0.0275229357798165,"Husband"
"Engineer technicians","Retail sales supervisors",0.0201834862385321,"Husband"
"Engineer technicians","Customer service representatives",0.018348623853211,"Husband"
"Engineer technicians","Medical and health services managers",0.0155963302752294,"Husband"
"Engineer technicians","Office and administrative support supervisors",0.0155963302752294,"Husband"
"Surveying and mapping technicians","Elementary and middle school teachers",0.0909090909090909,"Husband"
"Surveying and mapping technicians","Registered nurses",0.0808080808080808,"Husband"
"Biological scientists","Elementary and middle school teachers",0.114649681528662,"Husband"
"Other life scientists","Other life scientists",0.139830508474576,"Husband"
"Other life scientists","Postsecondary teachers",0.0720338983050847,"Husband"
"Other life scientists","Other physical scientists",0.0593220338983051,"Husband"
"Other life scientists","Physicians and surgeons",0.0508474576271186,"Husband"
"Other life scientists","Miscellaneous managers",0.0466101694915254,"Husband"
"Chemists and materials scientists","Elementary and middle school teachers",0.0872093023255814,"Husband"
"Other physical scientists","Other physical scientists",0.120987654320988,"Husband"
"Other physical scientists","Miscellaneous managers",0.0641975308641975,"Husband"
"Other physical scientists","Elementary and middle school teachers",0.0641975308641975,"Husband"
"Other physical scientists","Postsecondary teachers",0.0592592592592593,"Husband"
"Other physical scientists","Physicians and surgeons",0.037037037037037,"Husband"
"Other physical scientists","Registered nurses",0.0345679012345679,"Husband"
"Other physical scientists","Other life scientists",0.0271604938271605,"Husband"
"Psychologists","Psychologists",0.140540540540541,"Husband"
"Psychologists","Elementary and middle school teachers",0.0864864864864865,"Husband"
"Psychologists","Social workers",0.0648648648648649,"Husband"
"Chemical technicians","Secretaries and administrative assistants",0.0714285714285714,"Husband"
"Chemical technicians","Registered nurses",0.0654761904761905,"Husband"
"Miscellaneous science technicians","Elementary and middle school teachers",0.0737704918032787,"Husband"
"Miscellaneous science technicians","Registered nurses",0.0614754098360656,"Husband"
"Miscellaneous science technicians","Secretaries and administrative assistants",0.0573770491803279,"Husband"
"Counselors","Elementary and middle school teachers",0.134579439252336,"Husband"
"Counselors","Registered nurses",0.0672897196261682,"Husband"
"Counselors","Counselors",0.0504672897196262,"Husband"
"Counselors","Secretaries and administrative assistants",0.0355140186915888,"Husband"
"Counselors","Miscellaneous managers",0.0336448598130841,"Husband"
"Counselors","Secondary school teachers",0.0317757009345794,"Husband"
"Counselors","Postsecondary teachers",0.0242990654205607,"Husband"
"Counselors","Education administrators",0.0224299065420561,"Husband"
"Social workers","Social workers",0.0927021696252465,"Husband"
"Social workers","Elementary and middle school teachers",0.0887573964497041,"Husband"
"Social workers","Registered nurses",0.0650887573964497,"Husband"
"Social workers","Secretaries and administrative assistants",0.0374753451676529,"Husband"
"Social workers","Counselors",0.029585798816568,"Husband"
"Social workers","Miscellaneous managers",0.0276134122287968,"Husband"
"Social workers","Accountants and auditors",0.0256410256410256,"Husband"
"Social workers","General office clerks",0.0216962524654832,"Husband"
"Probation officers","Elementary and middle school teachers",0.116402116402116,"Husband"
"Probation officers","Education administrators",0.0634920634920635,"Husband"
"Probation officers","Social workers",0.0582010582010582,"Husband"
"Probation officers","Registered nurses",0.0582010582010582,"Husband"
"Clergy","Elementary and middle school teachers",0.143127962085308,"Husband"
"Clergy","Secretaries and administrative assistants",0.0805687203791469,"Husband"
"Clergy","Clergy",0.0578199052132701,"Husband"
"Clergy","Registered nurses",0.0578199052132701,"Husband"
"Clergy","Secondary school teachers",0.0293838862559242,"Husband"
"Clergy","Education administrators",0.0255924170616114,"Husband"
"Clergy","Teacher assistants",0.0227488151658768,"Husband"
"Clergy","Postsecondary teachers",0.0208530805687204,"Husband"
"Clergy","Counselors",0.0199052132701422,"Husband"
"Clergy","Social workers",0.0199052132701422,"Husband"
"Lawyers and judges","Lawyers and judges",0.174576970697482,"Husband"
"Lawyers and judges","Elementary and middle school teachers",0.092447379281882,"Husband"
"Lawyers and judges","Miscellaneous managers",0.0420965744944284,"Husband"
"Lawyers and judges","Registered nurses",0.0363186132893108,"Husband"
"Lawyers and judges","Secretaries and administrative assistants",0.035080478745357,"Husband"
"Lawyers and judges","Physicians and surgeons",0.033429632686752,"Husband"
"Lawyers and judges","Education administrators",0.0235245563351217,"Husband"
"Lawyers and judges","Accountants and auditors",0.022286421791168,"Husband"
"Lawyers and judges","Postsecondary teachers",0.0206355757325629,"Husband"
"Lawyers and judges","Office and administrative support supervisors",0.0156830375567478,"Husband"
"Miscellaneous legal support workers","Elementary and middle school teachers",0.116504854368932,"Husband"
"Postsecondary teachers","Postsecondary teachers",0.206914344685243,"Husband"
"Postsecondary teachers","Elementary and middle school teachers",0.0810113519091847,"Husband"
"Postsecondary teachers","Registered nurses",0.0392156862745098,"Husband"
"Postsecondary teachers","Physicians and surgeons",0.0330237358101135,"Husband"
"Postsecondary teachers","Education administrators",0.0325077399380805,"Husband"
"Postsecondary teachers","Secretaries and administrative assistants",0.0283797729618163,"Husband"
"Postsecondary teachers","Miscellaneous managers",0.0268317853457172,"Husband"
"Postsecondary teachers","Secondary school teachers",0.0237358101135191,"Husband"
"Postsecondary teachers","Accountants and auditors",0.0201238390092879,"Husband"
"Postsecondary teachers","Lawyers and judges",0.0190918472652219,"Husband"
"Elementary and middle school teachers","Elementary and middle school teachers",0.349083619702176,"Husband"
"Elementary and middle school teachers","Registered nurses",0.050114547537228,"Husband"
"Elementary and middle school teachers","Secretaries and administrative assistants",0.036368843069874,"Husband"
"Elementary and middle school teachers","Education administrators",0.0335051546391753,"Husband"
"Elementary and middle school teachers","Secondary school teachers",0.0231958762886598,"Husband"
"Elementary and middle school teachers","Counselors",0.0220504009163803,"Husband"
"Elementary and middle school teachers","Accountants and auditors",0.0200458190148912,"Husband"
"Elementary and middle school teachers","Miscellaneous managers",0.0194730813287514,"Husband"
"Elementary and middle school teachers","Postsecondary teachers",0.0174684994272623,"Husband"
"Elementary and middle school teachers","Teacher assistants",0.0157502863688431,"Husband"
"Secondary school teachers","Elementary and middle school teachers",0.206774876499647,"Husband"
"Secondary school teachers","Secondary school teachers",0.114326040931546,"Husband"
"Secondary school teachers","Registered nurses",0.050105857445307,"Husband"
"Secondary school teachers","Secretaries and administrative assistants",0.036697247706422,"Husband"
"Secondary school teachers","Education administrators",0.0289343683839097,"Husband"
"Secondary school teachers","Counselors",0.0218772053634439,"Husband"
"Secondary school teachers","Miscellaneous managers",0.0204657727593507,"Husband"
"Secondary school teachers","Postsecondary teachers",0.0204657727593507,"Husband"
"Secondary school teachers","Accountants and auditors",0.0204657727593507,"Husband"
"Secondary school teachers","Special education teachers",0.0197600564573042,"Husband"
"Special education teachers","Elementary and middle school teachers",0.164179104477612,"Husband"
"Special education teachers","Special education teachers",0.104477611940299,"Husband"
"Other teachers and instructors","Elementary and middle school teachers",0.0797546012269939,"Husband"
"Other teachers and instructors","Secretaries and administrative assistants",0.044478527607362,"Husband"
"Other teachers and instructors","Miscellaneous managers",0.0414110429447853,"Husband"
"Other teachers and instructors","Registered nurses",0.0414110429447853,"Husband"
"Other teachers and instructors","Accountants and auditors",0.0368098159509202,"Husband"
